Payer,Bankruptcy month,FLAG_BAD_DEBT,# POCs,Rent,Perc Rent,Average Receivables,Average Overdue,Overdue,1 - 29 Days,30 - 59 Days,60 - 89 Days,Payment Term,Payment Term Days,Payment Behavior Status,Credit Limit,Std Dev AR,Max Credit Utilization,Avg Credit Utilization,Score Interval,Volume Variance,fb_likes,fb_rating,ta_reviews_average,w_avg_rating,FLAG_RENT_0,FLAG_RENT_1,sub_segment_Beer Bar,sub_segment_Beer bar,sub_segment_Bistro,sub_segment_Local Bar,sub_segment_Lounge Bar,sub_segment_Not applicable,sub_segment_Party Club,sub_segment_Party Pub,sub_segment_Quick Dining,sub_segment_Recreational,sub_segment_Restaurant,sub_segment_Sports Bar,sub_segment_Sports Club,poc_image_Mainstream,poc_image_Premium
30157356,2019-10-01,0,2,0.0,0.0,9230.636666666665,-64.92,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,68210.0,0.014235541139129159,0.03837208620436886,0.02182803108048673,721.68168,1.2760880156468075,0.0,0.0,0.0,2.05,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
30157364,2019-09-01,0,1,0.0,0.0,4494.14,-18.25,0.0,0.0,0.0,0.0,021I,21,EXCELLENT,30000.0,0.008401956206666667,0.117031,0.10780406666666673,670.062,2.008969573562458,4223.0,4.7,4.5,4.590066225165563,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30157365,2019-06-01,0,1,6088.02,0.4985975188430173,3035.471666666667,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,2.0073085677295412,0.0,4.6,4.0,4.299555555555555,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30157372,2019-10-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3000.0,0.0,0.0,0.0,721.68168,0.0,0.0,0.0,0.0,4.2,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30157374,2019-02-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,STRUCTURAL OFFENDER,4600.0,0.0,0.0,0.0,708.6516799999998,1.14982286712608,0.0,0.0,0.0,4.1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30157376,2019-09-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30157377,2019-03-01,0,1,0.0,0.0,10570.333333333332,-1132.6616666666666,-414.05,-414.05,0.0,0.0,028I,28,EXCELLENT,8200.0,0.22276038134146345,0.7208804878048781,0.4322512195121952,721.68168,4.288316073109763,0.0,0.0,0.0,4.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30157379,2019-07-01,0,1,0.0,0.0,9013.191666666666,-384.64,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,20000.0,0.1080945518,0.628393,0.537633625,721.68168,1.5684967180092069,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30157380,2019-01-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,AVERAGE,2500.0,0.0,0.0,0.0,693.1634,0.8888888888888888,0.0,0.0,0.0,4.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30157381,2019-01-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,3.718787230962799,0.0,0.0,4.5,4.367346938775509,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30157393,2019-05-01,0,1,0.0,0.0,638.0733333333334,0.0,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,8.168475510318844,0.0,0.0,3.5,3.786419753086419,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30157397,2019-05-01,0,1,0.0,0.0,196.82666666666668,-393.65333333333336,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,2.003533387077408,0.0,0.0,0.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30157399,2019-11-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,8000.0,0.0,0.0,0.0,0.0,1.080562411035217,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30157402,2019-03-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,3.2297107254116595,0.0,0.0,0.0,4.1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30157405,2019-08-01,0,1,0.0,0.0,22742.599999999995,-88.43666666666668,-282.2,-282.2,0.0,0.0,021I,21,AVERAGE,90000.0,0.025123434000000004,0.13192877777777778,0.10868016666666667,679.15328,1.4802265378374355,6785.0,4.1,4.5,4.140922190201728,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30157411,2019-01-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,5.2559162865575555,0.0,0.0,0.0,4.4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30157417,2019-09-01,0,1,0.0,0.0,696.5283333333333,-366.14,0.0,0.0,0.0,0.0,014I,14,AVERAGE,4000.0,0.059498192625,0.1365325,0.0607105,721.68168,1.1366046629071627,0.0,0.0,0.0,4.3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30157418,2019-10-01,0,1,0.0,0.0,7059.756666666667,2649.2383333333332,-374.2,-374.2,0.0,0.0,028I,28,STRUCTURAL OFFENDER,0.01,0.0,1187101.0,919393.25,679.15328,1.078998301536517,0.0,0.0,0.0,4.3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30157420,2019-06-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,AVERAGE,0.01,0.0,0.0,0.0,681.52928,2.6741750785553102,32525.0,4.1,0.0,4.108447653429603,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30157421,2019-07-01,0,8,0.0,0.0,29679.426666666666,0.0,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,4950.0,0.09354872632323233,1.0372424242424243,0.953660606060606,657.032,1.5136824924644283,0.0,0.0,0.0,3.6,8.0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,1
30157423,2019-04-01,0,1,0.0,0.0,11085.296666666667,-3406.47,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,18100.0,0.07808103596685083,0.4072469613259668,0.3181507182320442,721.68168,4.192856183152679,0.0,0.0,0.0,3.6000000000000005,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30157427,2019-05-01,0,1,0.0,0.0,4394.5250000000015,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,0.01,0.0,0.0,0.0,679.15328,1.3585068126158355,3545.0,4.5,0.0,4.418399999999999,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30157440,2019-03-01,0,1,0.0,0.0,7126.386666666665,177.64999999999995,0.0,0.0,0.0,0.0,035I,35,GOOD,14900.0,0.2286749775167785,0.6825973154362417,0.4313437919463087,697.1844,3.7480326287332364,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30157442,2019-07-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,2500.0,0.0,0.0,0.0,679.15328,0.2765768257142249,0.0,0.0,4.5,4.3309178743961345,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30157443,2019-05-01,0,1,4880.52,0.6279727023623165,3064.833333333333,-1273.8266666666666,0.0,0.0,0.0,0.0,028I,28,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,2.686267659453677,0.0,4.8,4.5,4.633673469387754,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30157447,2019-09-01,0,1,5829.42,0.5,2914.71,-2835.25,-2835.25,0.0,0.0,0.0,028I,28,EXCELLENT,4000.0,0.32587448475,0.019865,-0.563077,679.15328,0.5,0.0,0.0,4.0,4.049489795918368,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30157450,2019-01-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,021I,21,EXCELLENT,2500.0,0.0,0.0,0.0,0.0,4.580843116328708,0.0,0.0,0.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30157451,2019-03-01,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,014I,14,EXCELLENT,2500.0,0.0,0.0,0.0,717.66068,0.0,0.0,4.5,0.0,4.588235294117646,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
